code,local_name,series,set_ids,prior_coverage,selection_reason,local_type,local_setcode,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
30397787,白色幻兽-青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,14483483,50c5f40f37bfd1cc3e3d9b00e22a981472643bd3f89f2e30e89d64f078b126fd,"m-pre,m1,m2,m3",22716,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22716&ope=4&request_locale=ja,reviewed-added,本地卡号30397787独立：①展示费用手卡特召，②处理后直接攻击自锁，③丢弃费用快速无效取本卡对象的效果。
30576089,青眼喷气龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,221,4c380bbc34d056fd3d48c529bf4cff50948cc3f3a4ce695a68367c046bd97ac2,"m-pre,m1,m2,m3",16809,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=16809&ope=4&request_locale=ja,reviewed-added,①毁卡事件自特召，②保护己方其他卡，③战斗开始时对象对方卡回持有者手卡／额外。
38517737,青眼亚白龙,青眼,set:dd,reviewed,已有系列展示、构筑和卡牌样本；补齐完整系列,33554465,221,43fc7deae16f5f55694952698ced64fc8a7756d32bf8af9d019b8017273d1efa,"m-pre,m1,m2",12253,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12253&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
43228023,青眼究极亚龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,97,221,a930db0e3947d9269406a5796ef1e203ba46ca3d623f6481e4968860cd617f0e,"m-pre,m1,m2",14365,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14365&ope=4&request_locale=ja,reviewed-added,②可取1／2／3张对象视实际融合素材而定，攻击限制覆盖发动整回合。
45467446,白色灵龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,221,266a38b8849a78549a6651c4cddc7bfb0837f40f08e786806071371438d52ad5,"m-pre,m1,m2,m3",12290,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12290&ope=4&request_locale=ja,reviewed-added,规则青眼身份、手卡／墓地通常怪兽身份、召唤时除外与解放自身快速特召分别记录。
53183600,青眼卡通龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,37748769,14483554,b2f73fde58f0246f6d63056b72282f8c3306a65faae47936aea90a7a1178421d,"m-pre,m1,m2,m3,m4",4773,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4773&ope=4&request_locale=ja,reviewed-added,本地卡号53183600单独入库；特殊召唤手续、攻击支付、条件性直接攻击及卡通世界破坏后的自毁分别记录。
53183601,青眼卡通龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,37748769,14483554,b2f73fde58f0246f6d63056b72282f8c3306a65faae47936aea90a7a1178421d,"m-pre,m1,m2,m3,m4",4773,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4773&ope=4&request_locale=ja,reviewed-added,本地卡号53183601单独入库；特殊召唤手续、攻击支付、条件性直接攻击及卡通世界破坏后的自毁分别记录。
53347303,青眼光龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33554465,221,d521ffed11fb1d6d91c591b2750e3b46524190692fd9a7886af526b35c4f68d8,"m-pre,m1,m2",6082,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=6082&ope=4&request_locale=ja,reviewed-added,青眼究极龙解放为特殊召唤手续而非可发动费用；①按墓地龙族加攻，②快速无效取自身对象的效果。
54475145,宿心的青眼龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,28180701,4c50fee51419a2b73d520e8d1c83ddf0e8923535877e5c0bb237701962b97f08,"m-pre,m1,m2,m3",20480,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20480&ope=4&request_locale=ja,reviewed-added,规则千年身份；①丢弃费用检索；②不能变更控制权；③每决斗一次，送墓符合门槛对方怪兽后自特召。
55410871,青眼混沌极龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,161,13566173,3064b3bc95aa8b25bc54252c201062c30948ea1417a3793f2160c8985ee3b80e,"m-pre,m1,m2",12487,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12487&ope=4&request_locale=ja,reviewed-added,本地异画卡号55410871单独记录；仪式特召限制、耐性与双倍贯通战斗伤害分开。
55410872,青眼混沌极龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,161,13566173,3064b3bc95aa8b25bc54252c201062c30948ea1417a3793f2160c8985ee3b80e,"m-pre,m1,m2",12487,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12487&ope=4&request_locale=ja,reviewed-added,本地异画卡号55410872单独记录；仪式特召限制、耐性与双倍贯通战斗伤害分开。
56532353,真青眼究极龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,97,221,ea26cd1bd5d65f754597de291a2c8ab8d6bdc8fd272838989283ea65b62430db,"m-pre,m1,m2",12484,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12484&ope=4&request_locale=ja,reviewed-added,①额外卡组送墓是费用以获追加攻击；②墓地自除外费用后无效发动并破坏。
57043986,青眼立体龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,221,ed79ed05e2c9fa7c54de335a0aa80b146e662e18edf84cfb757210ff47c070f8,"m-pre,m1,m2",13843,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13843&ope=4&request_locale=ja,reviewed-added,①召唤时对象怪兽效果无效；②响应对方效果，把自身回卡组并同时特召卡组青眼白龙。
59822133,青眼精灵龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,8225,221,2fd29e55ed06c027b4e978cbda7f8986054afda2c5f1793f283b149dd32c10bd,"m-pre,m1,m2,m3",12324,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=12324&ope=4&request_locale=ja,reviewed-added,①双方同时多特召封锁；②墓地效果发动无效；③解放自身费用后额外特召并结束阶段破坏。
64202399,深渊青眼龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,14483573,d336c778cb57e4257a55757ee0006b3282d1f55a5d2de86affaeaf4d98fbbdd2,"m-pre,m1,m2,m3",14953,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14953&ope=4&request_locale=ja,reviewed-added,三效果均须青眼白龙存在；①仪式魔法／融合检索，②结束阶段高星龙检索，③墓地除外费用后全体加攻。
67886895,苍之深渊 渊眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,221,e58b12738f451f8e895afe496a57930a0f159707fb2e1ccee325e17db48ccc3e,"m-pre,m1,m2",22717,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22717&ope=4&request_locale=ja,reviewed-added,本地异画卡号67886895独立：①丢弃费用检索，②回应指定怪兽送墓并对象自身特召／复制攻击力。
67886896,苍之深渊 渊眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,33,221,e58b12738f451f8e895afe496a57930a0f159707fb2e1ccee325e17db48ccc3e,"m-pre,m1,m2",22717,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=22717&ope=4&request_locale=ja,reviewed-added,本地异画卡号67886896独立：①丢弃费用检索，②回应指定怪兽送墓并对象自身特召／复制攻击力。
71808988,青眼卡通究极龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,4194401,6422749,21f761cef1c88f2fad80b6dc5b9f4d5d39c462b7834a06ad473eb2da3ffe7f96,"m-pre,m1,m2,m3",23160,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=23160&ope=4&request_locale=ja,reviewed-added,素材回卡组是非效果特殊召唤手续；①允许卡通直接攻击，②墓地回收，③己方被攻击卡通暂时除外。
89604813,青眼究极灵龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,8225,221,a42e79436f59aa191c72141fd6b3c3fc127f22bd2f636a84930e561abb28703f,"m-pre,m1,m2,m3",20607,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20607&ope=4&request_locale=ja,reviewed-added,①对方不得除外己方墓地；②场上效果发动无效成功后才加攻；③毁后复活墓地其他光龙。
89631139,青眼白龙,青眼,set:dd,reviewed,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/card_search.action?cid=4007&ope=2&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
89631140,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631140独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631141,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631141独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631142,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631142独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631143,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631143独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631144,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631144独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631145,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631145独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631146,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631146独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631147,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631147独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631148,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631148独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631149,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631149独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631150,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631150独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631151,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631151独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631152,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631152独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631153,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631153独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631154,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631154独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
89631155,青眼白龙,青眼,set:dd,none,已有系列展示、构筑和卡牌样本；补齐完整系列,17,221,f63bbcaee9000316092515ee1e15c0ac659f9dbe7bfb3ee65974ee02f1515830,m-all,4007,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=4007&ope=4&request_locale=ja,reviewed-added,本地异画卡号89631155独立于89631139；同名、同type、同完整卡文指纹，共用官方cid 4007；明确无效果。
