code,local_name,series,set_id,prior_coverage,selection_reason,local_type,local_text_digest,segment_keys,official_cid,source_url,outcome,review_note
26889158,转生炎兽 羚羊,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,33,0a8336205e3f014b7f54ab718f3ee53f6719fff8c74189c3f2c7e812b6301577,"m-pre,m1,m2",14240,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14240&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
28534130,转生炎兽的炎虞,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,65538,5804bfe47d30f1c996cff7f550a3c19af0c30c6e3646aface735d57dc2d3f768,"m-pre,m1,m2",14678,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14678&ope=4&request_locale=ja,reviewed-added,①先手卡特召再效果处理后立即连接召唤；②墓地自身除外是费用，不算除外能力。
31313405,转生炎兽 火凤凰,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,67108897,0cd10dd9e203e54f6733355a376d8590eb3038da7405c606adedf10f74cb0e3e,"m-pre,m1,m2,m3",14666,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14666&ope=4&request_locale=ja,reviewed-added,②将对方墓地连接怪兽特召给对方；③对任何来源的对方连接怪兽特召均可触发伤害。
37261776,转生炎兽 堇色奇美拉,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,97,7bfb7eb11f5c5d675cf8810470a55c2206d9a7ae99a1964ec1940c3e54a937fb,"m-pre,m1,m2,m3",14111,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14111&ope=4&request_locale=ja,reviewed-added,①诱发加攻、②伤害计算时快速翻倍、③满足同名素材条件的永续归零分开记录。
38784726,转生炎兽的降临,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,130,e1d14bc5cea5d03d25d86f49589fbbc9a83847beb5dd1fbe5f0c0c4a2e4318ef,"m-pre,m1,m2",13939,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13939&ope=4&request_locale=ja,reviewed-added,仪式素材解放／墓地回卡组替代都在处理时决定，与之后仪式召唤非同时。
41463181,转生炎兽 炽热多头狮,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,67108897,9538062102a0bb5fc88544e3fb9e9e481078e07d8d7985ec683f9d52c37c8b6b,"m-pre,m1,m2",13927,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13927&ope=4&request_locale=ja,reviewed-added,①场上对方魔陷取对象回卡组；②须同名素材转生连接召唤并同时取场上与墓地两个对象。
41463182,转生炎兽 炽热多头狮,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,67108897,9538062102a0bb5fc88544e3fb9e9e481078e07d8d7985ec683f9d52c37c8b6b,"m-pre,m1,m2",13927,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13927&ope=4&request_locale=ja,reviewed-added,本地异画卡号41463182与41463181共享官方cid但分别记录；①回对方魔陷，②取两对象改攻击力。
44161893,转生炎兽 杂交斑马X,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,d6ad4744f181457bc5e34f4c782fd3c25c0c337922c0ca58f3d74a772b6d78f5,"m-pre,m1,m2",14989,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14989&ope=4&request_locale=ja,reviewed-added,①先特召2只并无效其效果，处理后必须立即超量召唤；②非连锁赋予超量怪兽持续加攻。
46898368,逆卷之炎的宝札,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,2,113ed4273c002a86ed6fb56d92e6e3190e50c7af101e2f5cd29d07b360f38459,"m-pre,m1",15043,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=15043&ope=4&request_locale=ja,reviewed-added,规则上的系列身份与整回合炎属性限制在前置段；①仅抽目标连接标记数的卡。
49094491,转生炎兽 阔耳狐,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,1c50cbe91ff61e538789f4da036aef5d5c0e0fe88825521cf027285872fc78ff,"m-pre,m1,m2",14253,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14253&ope=4&request_locale=ja,reviewed-added,①触发怪兽须保持从额外特召身份；②作为素材且连接召唤成功后检索通常魔法。
51339637,转生炎兽的咆哮,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,1048580,f1f777a040bcc1428119e430663abc322604f0719efac19b883dd61f260aa5c5,"m-pre,m1,m2",14247,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14247&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
52155219,转生炎兽的炎阵,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,65538,228fec6ae8a01e0b915513bfe98150ee7ec08cb989fc89084e041a90e4f76028,"m-pre,m1",14244,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14244&ope=4&request_locale=ja,reviewed-added,速攻魔法两个互斥分支：检索无对象，保护只针对已转生连接召唤的己方连接怪兽。
52277807,转生炎兽 犰狳蜥,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,33,58280e8b955c84c1e78323a3d3679690a5e0598307863140ddfe323977f9e6a9,"m-pre,m1,m2",14241,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14241&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
53490455,转生炎兽 貉子,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,facda9b2a0b713cb7d6f598296b5548e616f440d43c22f8e908451caaaf8db04,"m-pre,m1,m2",14238,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14238&ope=4&request_locale=ja,reviewed-added,①送墓自身是费用，回复和己方战斗保护可因对象状态各自处理；②墓地自回手。
54529134,转生炎兽的超转生,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,65538,b776136381b72ca00568792f219954441137f4b07e2fda64b90d53d2c4e9ba90,"m-pre,m1",14679,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14679&ope=4&request_locale=ja,reviewed-added,速攻魔法执行单素材同名连接召唤，目标和额外卡组同名卡须在发动时满足。
56003780,转生炎兽 灯火美洲豹,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,33,9a7287f6b8a480b9e970ed3993361425cb2e6a1ff987d539e0ffba6e309fab8b,"m-pre,m1,m2",13892,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13892&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
57134592,转生炎兽 烈火凤凰,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,67108897,504dd497139edc42773752e57719667f2a5b2bbabaa5d0d0471e4d95b1670d54,"m-pre,m1,m2",18912,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18912&ope=4&request_locale=ja,reviewed-added,①同名转生连接后检索；②在墓地响应己方表侧炎属性破坏，选被破坏怪兽并特召后同时加攻。
57357130,转生炎兽 鼬鼠,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,4129,d3da92c328d493c6b05d603d2093b1b1f30c4de9f2d7bbaa1159d656a096c622,"m-pre,m1,m2",18909,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18909&ope=4&request_locale=ja,reviewed-added,②可以由自身作为素材的特召触发；回自身卡组底、送对象去对方场上、抽1的执行者和顺序分明。
59577547,转生炎兽 鹦鹉,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,2a122daacc49c069d91641c61dbd441c403adff2bb85cb3e155a0382308d9458,"m-pre,m1,m2,m3",14081,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14081&ope=4&request_locale=ja,reviewed-added,①手卡攻击宣言诱发；②墓地攻击力不同才可取对象；③自身解放为费用。
60303245,转生炎兽 独角兔,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,67108897,6d55ca4d3ff8c8e6e49cc50c524e96f009f11452186913f1b110856fa82fa970,"m-pre,m1,m2",14338,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14338&ope=4&request_locale=ja,reviewed-added,①解放为费用的快速保护；②仅在通常召唤的己方怪兽被战斗破坏后墓地自我特召。
64178424,转生炎兽的意志,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,131074,a7ab9312c31bc106ac3a2f932b35683204d632983d5db3a8b6c694288dfd1cb8,"m-pre,m1,m2",13940,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13940&ope=4&request_locale=ja,reviewed-added,①处理时从手卡或墓地选1只；②送表侧永续魔法自身墓地为费用，再按对象标记数守备特召。
66947913,炽焰飞腾,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,262146,ce0ddba9732eba29434798588fabb7bf587a42e534dd3fe1f8dbdf5b27d9f6ea,"m-pre,m1,m2",14501,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14501&ope=4&request_locale=ja,reviewed-added,①对象复活并同时装备本卡，装备加攻／离场破坏为持续处理；②被对方效果破坏后墓地无目标除外。
67225377,转生炎兽 狐獴,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,c0520a4faca5ac052695091ca5646425deebe710364316cde10b5a6530e77bcc,"m-pre,m1,m2",13889,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13889&ope=4&request_locale=ja,reviewed-added,①展示自身与②丢弃另一张卡均为费用，但触发时点分别是入手诱发／手卡起动。
71861848,转生炎兽 郊狼,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,4f5f515ca6fc34a03cfcba710709a6a2a328f76579c47638154bb614268702d6,"m-pre,m1",14543,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14543&ope=4&request_locale=ja,reviewed-added,送墓只建立结束阶段可发动条件；分支及对象在结束阶段发动时选择。
83533296,转生炎兽的炎军,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,65538,9e05e1433fd8f6c178603a14036f83b40ceb8b91f19305350b4f8874230eaddb,"m-pre,m1",18913,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18913&ope=4&request_locale=ja,reviewed-added,第一分支发动时取3对象，任一对象丢失则不处理；第二分支单目标破坏且有己方攻原变更前提。
83554231,转生炎兽的再起,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,2,52c758d88bb822c1c94a9d6d55911be3e1483b9c922d41336feb1389c79e64e0,"m-pre,m1,m2",14302,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14302&ope=4&request_locale=ja,reviewed-added,①取两张不同名墓地怪兽，额外卡组怪兽返回额外；②仅盖放状态效果破坏送墓后检索。
84755744,转生炎兽 老虎,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,4129,115da308fe4db0971c622c2d08e2607ff0163f1c638aef9add38559b758556bb,"m-pre,m1,m2,m3",18910,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=18910&ope=4&request_locale=ja,reviewed-added,①丢弃费用自我特召，②素材身份规则，③起动调等级分开。
86962245,转生炎兽 赤狐,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,a1733c2a2b62be272b542cf288f9a988dd0de1dc1912f47c93380cf6eda44c2a,"m-pre,m1,m2",14082,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14082&ope=4&request_locale=ja,reviewed-added,①手卡送墓为费用，随后同时回墓地连接怪兽与破坏对方魔陷；②条件性墓地自特召。
87327776,转生炎兽 蜃景雄马,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,8388641,881d63d3a1263586c4408bda1a1f3a6e4351cd380a94779758d78cdc0546755e,"m-pre,m1,m2",14248,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14248&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
87871125,转生炎兽 日光狼,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,67108897,b9169646cd3c0dfc79c85c8d1613800aceb59b46485b938185a4419c0126b81d,"m-pre,m1,m2",14125,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14125&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
88540324,转生炎兽的烈爪,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,262146,78b3e42475e7d81370325ac82aba0361c09dc182f95eebca8458383213747ee1,"m-pre,m1,m2,m3",14245,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14245&ope=4&request_locale=ja,reviewed-added,①同名装备存在限制，②保护与贯通，③满足转生连接条件后的多次对怪兽攻击。
89484053,转生炎兽 鼹鼠,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,1ac400bdb74026f19b032424761c45710d643849c07be52f58754cb52adb91d0,"m-pre,m1,m2",14239,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14239&ope=4&request_locale=ja,reviewed-added,①连接区不足的异常送墓不是效果；②墓地自身除外为费用，五对象回卡组后至少成功一张才抽2。
89662401,转生炎兽 孔雀,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,33,6d0a64a1b9fb1aaa554e26b9bb30bb583e2a807ac3478c4564d8caa53a642b5c,"m-pre,m1,m2",14242,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14242&ope=4&request_locale=ja,reviewed-added,①手卡特召；②手卡／表侧己方场上系列卡送墓为费用，锁定对方盖放魔陷发动。
92345028,炽焰狂怒,转生炎兽,set:119,none,现有构筑／模组使用；补齐完整系列,2,f7302b68abc11f5efc658a4e1400004ec3301883e691294dee6f1bd32227280d,"m-pre,m1",14502,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14502&ope=4&request_locale=ja,reviewed-added,规则上的系列归属不是效果；①处理时选1或2只不同名且非墓地连接的系列怪兽，再限制额外卡组特召次数。
94620082,转生炎兽 狐狸,转生炎兽,set:119,reviewed,现有构筑／模组使用；补齐完整系列,33,7905baed076beed060931d91c0279c95e2284e10ec84e38ccf8646ea9d8ea0a0,"m-pre,m1,m2",13890,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=13890&ope=4&request_locale=ja,skip-existing-reviewed,旧条目卡文指纹、分段、类别及官方OCG卡页/FAQ仍一致；保留原条目
5041348,天威之龙鬼神,天威,set:12c,none,相剑常用协同系列；补齐完整系列,8225,2e7d9e6ee8737726c57a965a930971d7f5a8187dde7bf37879c104e0b1eec936,"m-pre,m1,m2",14662,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14662&ope=4&request_locale=ja,reviewed-added,①只是除外怪兽，不能误标发动无效；②战斗破坏送墓后强制触发并获一次对怪兽追加攻击。
5402805,天威之鬼神,天威,set:12c,none,相剑常用协同系列；补齐完整系列,67108865,55495fafcfede16c0883244041b33794a3a8ae1526101d44e29a15fb13290143,m-all,14493,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14493&ope=4&request_locale=ja,reviewed-added,天威之鬼神没有怪兽效果；记录完整连接素材要求，不从卡名或连接身份推断能力。
21834870,天威无双之拳,天威,set:12c,none,相剑常用协同系列；补齐完整系列,1048580,f7b8b7ca57edf8f07d7cd93f7c3a627f5eba2834d4f97eb72174ab5bd0fd6719,"m1,m2",14518,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14518&ope=4&request_locale=ja,reviewed-added,①发动无效但不破坏，且不能响应普通已在场魔陷效果；②盖放被对方效果破坏后特召非效果额外怪兽。
23431858,天威龙-大同蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,33,3274233b7c33328ac5a34f85d48e141bc6113007b5272457b2dd689dff4d8fac,"m-pre,m1,m2",14460,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14460&ope=4&request_locale=ja,reviewed-added,①手卡起动特召；②除外自身为费用，对方场上卡回持有者手卡。
23935886,天威之龙拳圣,天威,set:12c,none,相剑常用协同系列；补齐完整系列,67108897,8982ce832fe649bb19e4d670818a57430c5a97115c6dc26bc8d8adbd223aa81d,"m-pre,m1,m2",14795,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14795&ope=4&request_locale=ja,reviewed-added,①特定战斗耐性；②无对象破坏对方效果怪兽，处理时选择最多可破坏数量。
24557335,天威龙-真知蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,33,60a0a804ee0465316e50b58a8dc5151e96315efd0e070ad6aa648d7ae3fab647,"m-pre,m1,m2",14457,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14457&ope=4&request_locale=ja,reviewed-added,①同系列手卡特召；②破坏后除外自身费用，复活对象成功后可不取对象破坏对方怪兽。
32519092,天威之拳僧,天威,set:12c,none,相剑常用协同系列；补齐完整系列,67108865,3b991c13261089d5d81a3cf67de205a117d25ac82b32da2de95fc67b556d2666,m-all,14491,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14491&ope=4&request_locale=ja,reviewed-added,天威之拳僧为无效果连接怪兽，只标完整素材规则；不凭链接怪兽身份生成能力。
38030232,天威龙-自觉蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,67108897,6928f7bd695e3f11ee16448856d819c2edf3b406efae1851b92fc87a0b2301ce,"m-pre,m1,m2",14949,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14949&ope=4&request_locale=ja,reviewed-added,①条件性目标保护；②取对方表侧效果怪兽为对象，快速特召衍生物并立即改攻击力。
39730727,天威无崩之地,天威,set:12c,none,相剑常用协同系列；补齐完整系列,524290,b1cffba7db5f468cd8aadbee6e26222c35130950f1f0af850ce9f652e6dad09a,"m1,m2",14503,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14503&ope=4&request_locale=ja,reviewed-added,①场地区怪兽效果免疫；②发动时才检查己方非效果怪兽，且对方须表侧特召效果怪兽。
52854600,天威龙-太阳蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,4129,1d10fce42fbd1f3ae32842cc8a5896459f8d7c88aa341414621254f6548726ad,"m-pre,m1,m2",20760,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20760&ope=4&request_locale=ja,reviewed-added,②同调召唤成功后额外特召天威连接怪兽，再由自己失去LP；不能错误挂效果伤害 TAG。
60942444,天威龙-正道蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,33,3903fbe7b280406d3a1623cfc3acab298c767279529b2cadb4726db5f1075634,"m-pre,m1,m2",14458,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14458&ope=4&request_locale=ja,reviewed-added,②必须响应取己方非效果怪兽为对象的对方效果；从手卡／墓地除外自身为费用并无效发动后破坏。
73121813,天威龙-根轮纯真蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,8225,5f01fd4249a4e1edf7d360b0d5a64dcdcf50b65e83e2592437b2d7ae0432eda2,"m-pre,m1,m2",20779,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20779&ope=4&request_locale=ja,reviewed-added,①墓地加除外幻龙族数量在发动时检查；②双方任一方表侧非效果怪兽使本卡获得保护与二次攻击。
77946022,天威无穷之境地,天威,set:12c,none,相剑常用协同系列；补齐完整系列,524290,278e51e0dafdc27a66b99edee49a7f703f6791d5479965680ab0d5108c547f74,"m-pre,m1,m2,m3",20799,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=20799&ope=4&request_locale=ja,reviewed-added,①卡发动时可选检索；②解放为费用后对象破坏；③结束阶段先效果送墓再表侧放置另一场地。
78917791,天威之龙仙女,天威,set:12c,none,相剑常用协同系列；补齐完整系列,67108897,79f944da0a6fef1a25a83d8bd0ec491892244cba313afd30f185102cd32abf02,"m-pre,m1,m2",14492,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14492&ope=4&request_locale=ja,reviewed-added,①手卡丢弃费用后复活幻龙族，限制的是非天威额外怪兽的效果发动；②双方攻击宣言均可触发。
87052196,天威龙-宽恕蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,33,831db5964cdb9b3412f03a2cb8a883757f0baccabc5014e3e5f87f8e0d09d3ea,"m-pre,m1,m2",14646,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14646&ope=4&request_locale=ja,reviewed-added,①无己方表侧效果怪兽时手卡自特召；②除外自身费用后从卡组特召其他天威并自锁幻龙族。
97036149,天威龙-仁爱蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,33,a6bf2da108a93bb0241cad2c0cc209402f760fcc1ddeddf18df5e5aa01a5ceaf,"m-pre,m1,m2",14459,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14459&ope=4&request_locale=ja,reviewed-added,②双方攻击宣言都可触发，但要求双方战斗怪兽表侧且己方是非效果怪兽。
98159737,天威龙-纯真蟠龙,天威,set:12c,none,相剑常用协同系列；补齐完整系列,4129,38271b45ac229eaea8f6507490b43c4a1a3a26b08ff72aec48a586e7bbad68e2,"m-pre,m1,m2",14456,https://www.db.yugioh-card.com/yugiohdb/faq_search.action?cid=14456&ope=4&request_locale=ja,reviewed-added,②从手卡／墓地除外自身是费用，回收的是另1只已除外的己方幻龙族怪兽。
